CompanyID,CompanyName,Industry,Region,Year,Revenue,ProfitMargin,MarketCap,GrowthRate,ESG_Overall,ESG_Environmental,ESG_Social,ESG_Governance,CarbonEmissions,WaterUsage,EnergyConsumption,New_Revenue
740,Company_0740,Finance,Asia-Pacific,2023,2827.05,0.1199,32533.74,-0.0025,51.2,41.7,51.8,60.1,149.39,1598.99,7097.88,815.2
741,Company_0741,Retail,Latin America,2024,949.94,0.1118,9548.32,0.0499,42.9,38.1,44.1,46.5,34.56,1351.61,1750.28,119.5
742,Company_0742,Finance,Europe,2021,788.96,0.1836,10135.83,0.1275,56.9,69.3,58.5,42.9,7.97,93.9,2185.34,122.15
743,Company_0743,Finance,Europe,2024,1117.6,0.2108,8613.56,0.0595,61.5,71.6,58.7,54.1,46.11,657.95,722.25,219.97
744,Company_0744,Energy,Latin America,2018,1177.68,0.2089,9857.92,0.0307,61.6,66.8,59.8,58.1,34.59,335.57,2320.96,290.88
745,Company_0745,Manufacturing,Latin America,2022,689.56,-0.0159,8109.21,0.0724,48.6,73.6,41.1,31.2,11.93,191.19,1313.19,160.82
746,Company_0746,Finance,Latin America,2024,774.79,0.0639,5650.56,0.0559,51.2,48.3,65.2,40.1,11.82,961.98,1666.47,387.39
747,Company_0747,Technology,Europe,2019,464.6,-0.0165,1750.08,-0.0854,30.2,30.0,32.9,27.6,15.95,643.81,1200.31,133.0
748,Company_0748,Healthcare,Europe,2019,808.96,0.0484,3148.48,0.0988,38.0,29.3,52.6,32.2,42.9,961.74,1872.44,231.37
749,Company_0749,Manufacturing,Latin America,2018,1760.61,0.081,7719.15,0.0785,33.0,13.1,46.6,39.2,120.82,2583.28,4358.76,305.87
750,Company_0750,Manufacturing,Middle East-Africa,2021,996.1,0.1446,13383.83,0.0511,66.6,77.1,72.3,50.4,22.76,401.29,1217.28,498.05
751,Company_0751,Manufacturing,Middle East-Africa,2022,2222.41,0.0888,19260.96,0.1244,50.9,68.2,47.3,37.1,88.29,660.32,3264.14,274.7
752,Company_0752,Energy,North America,2020,963.14,0.0905,11128.69,0.1349,48.3,48.7,62.7,33.5,36.06,798.43,1990.76,327.04
753,Company_0753,Finance,Asia-Pacific,2018,402.6,0.1309,3106.0,0.1059,49.9,36.8,74.1,38.9,18.49,507.54,758.35,195.42
754,Company_0754,Energy,Middle East-Africa,2021,1665.85,0.0174,10169.25,-0.0095,40.7,39.6,39.2,43.3,111.06,259.5,4835.57,416.31
755,Company_0755,Finance,Europe,2020,684.35,0.0697,4904.23,-0.0071,44.7,42.1,45.1,47.0,33.37,1022.27,661.82,180.01
756,Company_0756,Energy,Middle East-Africa,2019,931.36,0.0898,11670.08,0.1282,39.8,40.0,45.0,34.5,64.51,878.4,1283.59,77.09
757,Company_0757,Energy,North America,2019,2607.9,0.1079,27389.71,-0.0814,42.8,31.0,50.4,46.9,120.74,3834.96,5038.17,969.4
758,Company_0758,Healthcare,North America,2020,486.57,0.1246,6934.51,0.0396,52.2,38.7,69.6,48.3,25.43,297.35,1299.11,243.29
759,Company_0759,Technology,Asia-Pacific,2018,1230.68,0.21,13730.01,0.0808,57.5,39.2,80.6,52.6,49.99,912.22,3474.66,615.34
760,Company_0760,Energy,Middle East-Africa,2019,1065.97,0.1745,10491.43,-0.0725,42.8,36.3,42.6,49.5,72.08,1229.39,1428.49,162.87
761,Company_0761,Healthcare,Europe,2022,1791.21,0.0738,18489.53,0.0664,41.6,40.5,41.0,43.2,133.75,2166.97,1196.12,204.3
762,Company_0762,Retail,Europe,2023,1995.42,0.1043,28551.31,0.1168,51.2,56.9,54.4,42.2,109.23,850.54,3100.97,432.57
763,Company_0763,Technology,Latin America,2024,1319.08,0.1002,16433.6,-0.054,38.1,28.5,39.1,46.8,88.98,1848.98,1959.96,241.04
764,Company_0764,Energy,Europe,2020,852.13,0.0892,2802.22,0.1661,36.8,36.2,47.4,26.9,12.04,1120.03,2527.6,66.59
765,Company_0765,Manufacturing,Asia-Pacific,2020,1527.46,0.1364,14372.89,-0.0207,48.2,54.8,35.8,54.0,112.16,191.68,2409.8,71.96
766,Company_0766,Retail,Asia-Pacific,2019,2793.24,0.0084,31452.1,0.0902,52.1,79.3,39.2,37.7,64.87,782.1,3531.52,424.03
767,Company_0767,Retail,Europe,2018,1075.88,0.1728,12893.79,0.0441,55.1,62.7,48.7,53.8,30.08,854.83,1520.7,125.65
768,Company_0768,Healthcare,Europe,2022,909.52,0.2216,5054.86,0.0549,67.9,69.7,79.2,54.7,12.49,677.9,1357.3,448.16
769,Company_0769,Retail,Latin America,2018,1439.02,0.1038,19291.72,-0.0398,33.5,16.8,34.0,49.8,111.64,1571.05,3675.05,123.11
770,Company_0770,Technology,Europe,2021,1126.77,0.1026,16304.47,0.1382,51.7,65.9,53.4,35.7,78.47,254.19,791.6,202.45
771,Company_0771,Energy,Latin America,2021,429.92,0.1294,2510.99,0.0728,41.5,37.5,44.1,43.0,31.78,431.12,555.14,32.83
772,Company_0772,Energy,Latin America,2023,1296.64,0.1812,17623.13,0.1635,41.1,19.0,64.2,40.0,89.86,1248.56,3780.74,264.18
773,Company_0773,Manufacturing,Europe,2019,427.21,0.1005,1778.78,-0.038,58.3,71.2,58.8,44.8,18.61,182.45,377.12,196.0
774,Company_0774,Healthcare,North America,2019,1425.3,0.176,5228.68,0.0373,45.8,26.3,58.3,52.9,106.45,1224.83,3358.72,374.33
775,Company_0775,Manufacturing,North America,2019,627.66,0.1493,2856.29,0.0647,45.8,48.4,42.9,46.0,48.87,258.03,873.07,25.39
776,Company_0776,Retail,Latin America,2023,1125.31,0.2617,4155.64,0.0542,60.2,59.0,63.5,58.2,50.84,344.0,2199.37,228.6
777,Company_0777,Manufacturing,Europe,2021,1441.47,0.1003,18941.07,0.0967,55.1,71.7,51.8,41.8,32.14,1300.76,1079.47,296.49
778,Company_0778,Technology,North America,2018,6110.31,0.0014,22660.7,0.0364,37.7,35.2,36.2,41.8,342.81,8972.77,7735.83,1075.79
779,Company_0779,Energy,Europe,2023,1844.43,0.034,11546.07,0.1985,44.1,42.9,69.4,19.9,144.38,796.25,3231.74,823.8
780,Company_0780,Retail,Europe,2023,2850.81,0.1207,12101.91,0.0528,56.4,51.3,70.2,47.6,202.55,1703.28,3076.74,1425.41
781,Company_0781,Manufacturing,Europe,2018,4065.22,0.1817,26607.14,-0.1519,49.8,44.7,60.6,44.1,285.9,1866.76,7539.66,2032.61
782,Company_0782,Healthcare,Middle East-Africa,2019,1544.54,0.0808,6312.08,0.0559,48.8,52.6,51.8,41.9,116.41,730.63,1620.83,428.62
783,Company_0783,Technology,Europe,2022,1339.41,0.1061,14754.97,0.1383,48.6,35.0,75.2,35.5,97.21,891.87,2846.58,669.7
784,Company_0784,Technology,Middle East-Africa,2018,519.72,0.1611,2390.68,-0.0146,44.9,20.5,60.4,53.7,33.44,562.65,1434.89,194.01
785,Company_0785,Manufacturing,Latin America,2021,1010.66,0.0621,13363.1,-0.0191,49.7,71.9,30.2,47.1,60.92,155.97,721.33,64.42
786,Company_0786,Energy,North America,2020,661.06,0.0833,8465.68,-0.0088,49.3,52.1,46.8,49.0,18.86,951.9,688.52,179.34
787,Company_0787,Manufacturing,North America,2020,828.2,0.0499,2620.39,-0.0254,45.7,49.6,45.6,42.0,44.3,136.48,2162.49,262.73
788,Company_0788,Retail,North America,2024,4062.14,0.1907,55849.16,0.0164,48.2,32.2,41.1,71.4,188.91,5417.89,8444.71,38.94
789,Company_0789,Manufacturing,North America,2024,1188.25,0.2125,3977.46,0.1137,48.2,38.8,60.2,45.7,83.58,1606.66,827.94,185.05
790,Company_0790,Technology,North America,2023,593.99,0.0252,3490.16,0.1568,38.9,49.9,44.4,22.4,26.39,495.56,1019.22,78.46
791,Company_0791,Manufacturing,North America,2020,2870.3,0.1115,9726.51,-0.1197,49.5,84.2,27.3,37.1,54.37,837.54,2940.33,182.37
792,Company_0792,Energy,North America,2022,2140.28,0.2044,15046.44,0.0235,66.0,74.4,63.4,60.2,22.15,1907.43,2135.45,673.6
793,Company_0793,Healthcare,Latin America,2019,2220.21,0.1439,20351.34,0.0712,39.8,25.0,44.9,49.6,127.55,2176.0,6331.18,154.79
794,Company_0794,Finance,Europe,2021,269.27,0.0906,3381.94,0.0642,43.8,27.7,62.8,40.8,13.06,350.28,647.28,112.55
795,Company_0795,Manufacturing,Asia-Pacific,2024,4290.12,0.0272,30270.13,0.183,43.9,47.4,57.7,26.7,142.29,3737.78,9612.34,1281.21
796,Company_0796,Energy,Middle East-Africa,2022,741.77,0.1892,8505.05,-0.0907,58.6,72.7,55.1,47.9,16.19,500.69,813.96,251.27
797,Company_0797,Energy,Asia-Pacific,2021,1890.45,0.1416,9924.95,-0.1312,45.4,52.6,45.2,38.4,80.67,2407.69,1505.62,570.86
798,Company_0798,Healthcare,Asia-Pacific,2021,6416.7,0.0316,77046.53,0.1944,43.1,34.9,55.7,38.8,109.21,9453.94,17178.04,1604.43
799,Company_0799,Technology,Europe,2019,4957.88,0.1914,28914.14,0.1027,60.5,67.1,62.3,52.2,166.23,4973.47,2551.81,1136.2
800,Company_0800,Energy,Europe,2023,553.19,0.024,2612.47,0.01,47.8,45.3,56.5,41.7,20.22,732.51,813.33,263.58
801,Company_0801,Energy,Europe,2020,398.95,0.1068,2084.48,0.062,51.8,55.3,57.9,42.2,16.99,374.31,476.36,130.12
802,Company_0802,Energy,North America,2019,2984.66,0.1041,15474.76,0.067,45.5,42.4,49.1,45.1,127.34,3180.77,5748.29,571.83
803,Company_0803,Energy,Latin America,2022,1211.29,0.2171,11088.55,0.0083,62.9,60.2,66.3,62.2,33.9,1288.12,1364.24,433.11
804,Company_0804,Retail,North America,2023,772.31,0.1043,10146.25,0.0599,48.6,37.8,63.4,44.6,53.69,839.27,987.02,319.83
805,Company_0805,Retail,Latin America,2022,1694.01,0.1041,6700.25,0.0748,53.1,49.1,68.6,41.6,59.1,930.72,4446.94,803.99
806,Company_0806,Technology,Latin America,2023,978.46,0.0382,11236.17,0.1911,42.5,53.0,53.3,21.2,25.51,886.42,1964.73,204.39
807,Company_0807,Manufacturing,Asia-Pacific,2024,1791.71,0.0816,19443.94,0.1174,56.6,69.5,63.0,37.4,39.97,1669.5,1548.41,673.08
808,Company_0808,Energy,Asia-Pacific,2022,1149.28,0.071,15481.02,0.1718,44.5,54.5,51.1,28.0,37.44,621.87,2661.93,175.23
809,Company_0809,Healthcare,Latin America,2019,1818.33,0.0741,10782.26,-0.0441,52.6,79.2,34.4,44.1,26.78,1072.44,1852.23,249.59
810,Company_0810,Manufacturing,Latin America,2023,586.3,0.1204,4925.67,0.0257,57.8,59.1,65.1,49.2,7.21,684.29,927.82,265.93
811,Company_0811,Healthcare,North America,2023,2972.4,-0.0261,41940.29,0.067,40.0,38.8,40.7,40.6,155.63,2722.16,6291.13,735.87
812,Company_0812,Manufacturing,North America,2021,1787.08,0.0294,19514.74,-0.0845,42.8,65.3,26.1,37.0,95.32,552.02,2108.44,215.82
813,Company_0813,Technology,Asia-Pacific,2021,1724.01,0.1133,13214.92,0.1327,44.5,41.6,55.3,36.5,81.15,2194.13,2517.51,344.86
814,Company_0814,Energy,Europe,2018,501.51,0.1273,2295.4,0.095,36.3,20.6,48.5,39.8,31.78,670.2,1171.22,60.74
815,Company_0815,Energy,Latin America,2022,3603.79,0.106,22162.69,0.0243,57.2,51.9,66.7,52.9,45.91,2712.21,10251.99,1801.9
816,Company_0816,Finance,North America,2021,1086.15,0.1176,10833.94,0.0372,45.5,44.1,43.3,49.1,82.02,426.28,1980.18,130.89
817,Company_0817,Healthcare,Asia-Pacific,2018,1825.55,0.0955,21209.22,0.1378,58.5,64.9,74.2,36.5,30.4,2604.41,958.28,912.77
818,Company_0818,Manufacturing,North America,2024,874.82,0.1189,3930.64,-0.0057,47.4,36.8,53.8,51.5,50.02,1168.05,1177.65,282.37
819,Company_0819,Manufacturing,Latin America,2024,1316.36,0.146,13420.47,0.1406,58.6,74.2,63.0,38.6,25.46,582.01,1970.04,343.57
820,Company_0820,Retail,Latin America,2021,1350.17,0.1456,12967.37,0.0324,52.8,56.2,49.4,52.9,96.66,315.71,1819.95,239.19
821,Company_0821,Finance,Middle East-Africa,2022,152.33,0.0787,1396.48,0.1029,46.0,53.7,50.4,34.0,6.97,109.21,242.31,31.58
822,Company_0822,Retail,Europe,2023,1648.65,0.1749,18599.24,0.0561,57.7,53.7,65.3,54.1,25.98,1726.07,3431.94,575.4
823,Company_0823,Retail,Middle East-Africa,2020,4340.47,0.1294,56640.57,0.2063,59.0,69.6,66.9,40.5,230.79,1499.83,3484.62,1168.32
824,Company_0824,Retail,Asia-Pacific,2022,1600.14,0.1939,11002.36,-0.0121,62.1,73.5,53.3,59.5,17.02,1309.71,1890.69,349.39
825,Company_0825,Healthcare,North America,2019,560.93,0.206,7666.94,0.0099,55.4,43.0,63.1,60.0,36.08,390.18,992.36,181.54
826,Company_0826,Healthcare,Asia-Pacific,2024,1728.44,0.0334,8517.05,-0.0554,35.2,38.1,29.2,38.2,96.0,2327.81,2227.84,222.74
827,Company_0827,Technology,Latin America,2021,2302.24,0.0685,11686.81,-0.0268,46.4,45.5,47.5,46.1,57.29,1614.77,6855.4,739.76
828,Company_0828,Technology,Middle East-Africa,2021,1569.84,0.1688,9734.97,0.0999,53.8,55.3,60.9,45.1,56.88,1330.1,2478.11,380.56
829,Company_0829,Retail,Middle East-Africa,2023,1041.18,0.0201,4616.98,0.162,38.0,38.9,53.6,21.5,10.98,1496.59,2784.64,280.83
830,Company_0830,Finance,Middle East-Africa,2019,925.65,0.2052,5335.29,0.1079,48.5,37.0,62.4,46.2,54.2,480.94,2537.46,190.22
831,Company_0831,Manufacturing,Asia-Pacific,2023,922.96,0.0994,3947.43,0.0496,47.8,51.7,48.1,43.7,30.08,465.71,2390.48,188.55
832,Company_0832,Healthcare,Latin America,2019,1787.27,0.1545,22986.11,-0.0126,50.6,52.7,40.0,59.2,89.38,2179.45,1103.18,134.37
833,Company_0833,Finance,North America,2020,409.53,0.113,1911.54,0.1129,44.8,27.2,71.2,36.0,31.52,200.08,1175.1,188.23
834,Company_0834,Energy,North America,2024,845.3,0.0365,10116.16,-0.0164,53.1,58.0,57.2,44.1,26.17,1068.97,694.71,422.65
835,Company_0835,Healthcare,Asia-Pacific,2021,3350.71,0.1833,11978.67,-0.0444,55.0,62.7,47.7,54.5,265.77,783.23,1963.55,620.5
836,Company_0836,Healthcare,Middle East-Africa,2021,3442.44,0.285,49510.06,0.0284,66.4,61.4,61.2,76.7,186.89,880.46,5287.33,569.31
837,Company_0837,Technology,Europe,2020,389.67,0.0891,4494.41,-0.0924,43.0,55.4,36.4,37.2,10.5,530.67,384.44,77.99
838,Company_0838,Manufacturing,Asia-Pacific,2018,496.71,0.1007,1530.65,-0.0467,53.6,61.3,55.9,43.6,20.15,425.75,477.09,210.9
839,Company_0839,Manufacturing,Asia-Pacific,2024,907.38,-0.0389,11039.48,0.182,34.1,41.7,45.5,15.2,56.11,1003.88,1106.6,189.68
840,Company_0840,Energy,Latin America,2023,2048.4,0.2011,18781.71,-0.0597,59.2,69.3,52.4,56.0,84.5,850.91,2296.28,507.13
841,Company_0841,Energy,North America,2020,305.14,0.1747,3769.2,-0.0332,60.2,69.4,58.2,52.9,4.51,101.55,674.96,104.32
842,Company_0842,Healthcare,Asia-Pacific,2023,1055.36,0.016,9783.11,0.055,46.2,60.3,41.4,36.9,23.01,1339.18,1020.47,225.26
843,Company_0843,Retail,Asia-Pacific,2022,786.88,-0.0039,8413.55,0.0587,42.6,43.5,50.1,34.2,51.45,473.76,1461.86,287.69
844,Company_0844,Technology,Middle East-Africa,2021,2774.36,0.003,34501.88,0.0336,39.7,30.3,43.2,45.6,153.66,2044.83,8228.94,783.19
845,Company_0845,Technology,Middle East-Africa,2023,339.06,0.1587,2665.42,-0.0902,51.9,65.6,46.6,43.4,16.91,47.18,536.03,86.06
846,Company_0846,Healthcare,Europe,2019,1170.02,0.1647,3548.09,0.1094,54.7,60.2,62.2,41.7,25.43,749.09,2462.53,300.71
847,Company_0847,Finance,Latin America,2023,832.53,0.0646,10988.91,0.019,33.7,14.0,40.4,46.6,57.15,981.23,2433.85,142.11
848,Company_0848,Retail,Europe,2022,3068.24,0.15,23228.67,0.1354,49.8,36.0,71.1,42.4,237.03,3834.64,2589.89,1171.94
849,Company_0849,Healthcare,Middle East-Africa,2024,1666.29,0.1295,14917.51,0.0049,54.7,61.4,46.9,55.7,21.43,1796.69,2576.95,323.13
850,Company_0850,Retail,North America,2021,727.73,0.098,2251.01,0.1188,43.1,46.0,49.3,33.9,11.25,777.98,1910.64,107.21
851,Company_0851,Retail,Middle East-Africa,2020,1992.95,0.1782,17747.41,0.1407,39.5,22.5,53.2,42.8,143.35,1611.77,5641.57,137.68
852,Company_0852,Retail,Latin America,2022,835.32,0.0477,12394.41,0.0173,39.8,34.8,38.8,45.7,56.04,713.08,1673.23,143.04
853,Company_0853,Healthcare,Middle East-Africa,2021,2207.31,0.1889,13992.62,0.1116,49.3,49.9,51.3,46.6,117.55,2515.64,1895.09,131.1
854,Company_0854,Technology,Latin America,2023,928.94,0.0763,7194.67,-0.043,36.9,30.2,37.2,43.4,70.74,414.51,2558.01,162.37
855,Company_0855,Technology,Latin America,2024,2294.49,0.2269,25804.5,0.0685,65.1,64.9,71.3,59.2,126.77,973.15,2147.91,807.6
856,Company_0856,Retail,Latin America,2018,1488.1,0.0597,19014.27,0.1356,43.0,49.4,46.7,32.8,37.38,2127.83,2056.85,211.08
857,Company_0857,Finance,Latin America,2024,10746.59,0.0989,86066.21,0.0863,60.6,62.3,57.4,62.1,655.6,1491.26,15461.87,3251.9
858,Company_0858,Manufacturing,Latin America,2018,1056.77,0.1235,7097.3,0.2184,52.4,58.9,74.0,24.3,58.33,312.01,1710.1,390.61
859,Company_0859,Healthcare,North America,2019,1433.69,0.1231,20435.62,0.0902,41.3,21.7,56.9,45.2,113.26,1288.12,3548.97,368.09
860,Company_0860,Manufacturing,Europe,2024,784.0,0.1494,8722.52,0.0244,52.3,41.5,62.2,53.1,19.58,888.24,1964.19,291.49
861,Company_0861,Finance,Asia-Pacific,2021,1098.7,0.0429,4865.31,0.2489,42.6,38.1,77.5,12.1,56.97,937.24,2526.05,549.35
862,Company_0862,Healthcare,Europe,2018,165.46,0.1178,633.23,0.1644,55.1,61.4,74.6,29.2,10.69,98.79,91.88,73.65
863,Company_0863,Retail,Latin America,2020,1519.15,0.1283,13372.5,-0.0622,48.7,37.3,61.5,47.4,51.24,2231.89,2904.79,739.77
864,Company_0864,Technology,North America,2021,2807.39,0.0883,15836.74,-0.0049,48.1,39.0,53.1,52.1,102.69,3047.13,6649.97,992.16
865,Company_0865,Manufacturing,Middle East-Africa,2020,1447.57,0.1442,8754.63,-0.0227,46.5,27.8,58.8,52.9,104.45,1829.65,2332.85,550.88
866,Company_0866,Energy,North America,2024,437.16,0.0392,5915.77,0.0952,41.5,53.7,38.2,32.6,16.74,68.35,1251.3,38.91
867,Company_0867,Energy,Latin America,2020,625.62,0.1004,2549.29,0.09,45.1,43.8,53.4,38.0,33.62,269.2,1601.3,147.55
868,Company_0868,Finance,North America,2018,200.11,0.0748,2318.14,0.0894,45.3,36.6,63.5,35.7,14.46,124.84,419.31,84.68
869,Company_0869,Retail,North America,2021,2176.01,0.1006,13608.11,-0.0641,58.0,84.9,44.5,44.7,53.72,773.88,1427.6,596.26
870,Company_0870,Manufacturing,Latin America,2023,542.09,0.2068,6572.32,0.0053,54.7,43.0,60.6,60.4,42.68,109.54,1155.13,157.52
871,Company_0871,Retail,North America,2022,1074.82,0.208,12541.95,0.0396,51.0,38.7,56.7,57.6,63.56,446.19,2986.86,206.82
872,Company_0872,Manufacturing,Asia-Pacific,2018,984.75,0.1962,3041.59,-0.0775,49.3,53.0,46.2,48.8,44.05,834.17,1426.52,178.33
873,Company_0873,Finance,Asia-Pacific,2018,3106.99,0.0923,28303.49,-0.011,49.4,34.5,58.4,55.2,124.79,3337.04,8063.66,1348.76
874,Company_0874,Finance,North America,2023,1164.09,0.1745,5438.45,0.145,43.0,31.9,58.8,38.4,89.41,1377.85,1493.42,178.54
875,Company_0875,Energy,Middle East-Africa,2021,1931.83,0.1267,25876.38,-0.0588,62.2,72.7,62.5,51.3,47.14,309.31,3719.28,965.92
876,Company_0876,Retail,Latin America,2021,1607.64,0.1227,21637.32,0.1519,46.8,53.7,49.4,37.2,51.15,1124.03,3409.91,124.22
877,Company_0877,Healthcare,Asia-Pacific,2024,2840.08,0.1154,22777.88,0.1264,55.3,63.1,62.6,40.3,89.59,769.94,6233.94,889.23
878,Company_0878,Energy,Middle East-Africa,2020,927.61,0.2255,7729.56,0.0296,54.6,46.6,57.9,59.2,28.04,652.74,2510.46,182.71
879,Company_0879,Retail,North America,2024,4059.16,0.202,26950.35,0.0046,60.5,62.1,53.7,65.8,173.72,2872.12,4410.5,790.27
880,Company_0880,Energy,Middle East-Africa,2023,273.15,0.1647,3168.39,0.1082,49.6,41.6,65.5,41.7,21.65,217.84,315.75,84.2
881,Company_0881,Healthcare,Europe,2024,1998.66,0.1098,14598.07,-0.0051,41.8,17.1,54.5,53.7,144.33,2698.11,4517.17,690.8
882,Company_0882,Technology,Asia-Pacific,2023,597.87,0.1224,3714.84,-0.0017,47.6,56.4,34.1,52.2,19.7,733.66,563.78,11.44
883,Company_0883,Technology,North America,2021,776.72,0.1518,6358.8,0.0483,51.7,49.2,56.5,49.5,30.76,770.04,1289.87,200.49
884,Company_0884,Technology,Latin America,2020,1633.68,0.0887,6694.57,-0.0991,40.1,47.5,35.8,36.9,92.9,2188.43,898.66,324.96
885,Company_0885,Technology,North America,2024,1624.54,0.1763,19428.29,-0.0515,64.9,72.1,67.6,55.0,18.2,1705.54,1384.84,812.27
886,Company_0886,Manufacturing,Latin America,2018,1676.56,0.0647,5283.1,0.0279,37.8,22.7,46.9,43.8,113.02,2089.66,3683.6,432.36
887,Company_0887,Technology,North America,2019,415.59,0.1435,4460.83,0.0833,38.2,26.9,44.1,43.5,29.75,369.58,984.38,18.79
888,Company_0888,Healthcare,Middle East-Africa,2022,3023.96,-0.0174,15707.56,-0.0061,45.2,50.1,43.5,42.1,211.69,2525.93,2383.78,1082.73
889,Company_0889,Finance,Middle East-Africa,2018,583.79,0.087,3379.49,0.0362,55.3,55.8,65.8,44.2,21.16,650.19,624.23,291.9
890,Company_0890,Finance,Middle East-Africa,2021,640.92,0.2447,6811.39,-0.0629,67.1,80.7,64.3,56.3,27.14,81.76,478.93,236.67
891,Company_0891,Manufacturing,Europe,2022,1713.9,0.1822,25563.39,0.1153,53.1,62.2,48.2,48.8,18.63,1827.93,2714.02,29.76
892,Company_0892,Technology,Latin America,2019,897.21,0.2121,11065.0,0.0654,53.6,51.3,55.3,54.1,34.06,1263.57,731.49,123.67
893,Company_0893,Technology,Middle East-Africa,2019,1360.74,0.08,7769.92,0.0716,51.4,46.3,67.8,40.1,57.46,1496.16,2167.98,680.37
894,Company_0894,Technology,Europe,2020,242.35,0.1262,1238.96,0.0842,49.2,44.1,62.7,40.8,17.81,36.72,564.73,83.96
895,Company_0895,Energy,Latin America,2022,1338.13,0.1969,17923.95,0.0555,51.3,34.8,63.0,56.0,97.12,841.74,2955.22,380.15
896,Company_0896,Retail,North America,2020,1277.27,0.158,10639.95,0.0161,44.4,31.4,46.3,55.6,99.15,1575.41,1534.2,169.5
897,Company_0897,Energy,Europe,2018,767.47,0.1505,3564.62,0.1291,36.0,16.0,54.3,37.8,55.23,1106.73,1676.47,105.38
898,Company_0898,Retail,Asia-Pacific,2023,256.76,0.2178,3426.87,0.061,62.7,56.5,78.5,53.1,2.72,158.74,723.88,123.52
899,Company_0899,Technology,Europe,2023,944.86,0.0576,12087.67,0.0384,44.3,39.0,50.2,43.7,51.87,1207.22,1293.33,287.95
900,Company_0900,Technology,Europe,2023,1068.32,0.1089,15818.41,0.0494,55.0,58.0,59.1,48.0,15.79,1398.78,1413.17,378.1
901,Company_0901,Energy,Latin America,2022,848.05,0.0148,11802.25,0.0479,47.0,67.8,34.9,38.4,24.66,231.18,1635.55,106.56
902,Company_0902,Energy,North America,2023,303.29,0.0543,4009.9,0.0377,49.5,44.3,62.9,41.2,15.31,389.45,337.79,151.64
903,Company_0903,Retail,Asia-Pacific,2018,3348.65,0.1845,12158.6,0.0812,47.1,44.1,47.5,49.7,197.71,1854.99,7129.11,140.49
904,Company_0904,Finance,Middle East-Africa,2020,701.2,0.065,2982.2,-0.0155,35.3,30.6,30.3,44.9,39.14,652.49,1809.56,40.48
905,Company_0905,Retail,Middle East-Africa,2022,938.66,0.1641,9224.99,-0.0104,55.0,65.1,43.4,56.5,12.61,802.13,1547.2,103.77
906,Company_0906,Energy,Europe,2020,203.03,0.2195,1903.99,0.0891,56.6,51.8,69.1,49.0,3.5,208.77,446.42,62.25
907,Company_0907,Healthcare,Latin America,2022,3348.94,0.1093,28451.1,0.0398,53.8,49.3,59.1,52.9,63.63,3806.57,7132.28,1221.44
908,Company_0908,Energy,Latin America,2020,791.09,0.1512,6140.04,0.118,66.0,81.0,76.9,40.0,12.97,567.4,472.02,383.75
909,Company_0909,Healthcare,Middle East-Africa,2019,1174.88,0.1646,9604.11,0.0786,55.4,58.4,60.2,47.5,26.41,1578.61,1126.17,306.99
910,Company_0910,Manufacturing,Asia-Pacific,2020,2403.1,0.0467,23626.29,0.0113,42.2,20.2,56.7,49.6,139.85,2963.74,6569.66,1074.7
911,Company_0911,Energy,North America,2023,683.06,0.083,2066.21,0.0903,32.8,14.8,47.4,36.3,46.56,819.4,1944.84,116.76
912,Company_0912,Manufacturing,Asia-Pacific,2019,2152.26,0.0598,13190.11,0.1338,41.5,45.1,47.9,31.4,83.11,1596.0,5275.39,349.42
913,Company_0913,Finance,North America,2020,259.06,0.0878,2388.4,0.0813,41.5,44.9,41.7,38.0,15.15,39.53,726.19,22.85
914,Company_0914,Retail,Middle East-Africa,2022,1612.74,0.163,18815.2,0.0966,63.9,66.8,77.4,47.6,38.71,1272.71,2040.72,806.37
915,Company_0915,Healthcare,North America,2022,3296.34,0.0843,16778.0,0.038,41.0,29.3,46.2,47.6,257.54,4475.86,3689.52,690.63
916,Company_0916,Retail,Latin America,2022,730.48,0.1179,6985.31,0.1195,60.2,69.2,74.5,37.0,25.2,267.82,1067.06,361.29
917,Company_0917,Manufacturing,Europe,2021,2399.98,0.0575,27776.25,0.0094,45.6,37.2,47.7,52.0,166.1,3541.49,1532.04,720.19
918,Company_0918,Healthcare,Europe,2018,3959.0,0.1936,33000.34,0.0737,48.4,14.5,73.2,57.5,301.58,4872.6,9995.2,1663.53
919,Company_0919,Retail,Middle East-Africa,2022,917.46,0.0873,3050.54,0.2299,32.9,14.7,65.8,18.2,64.71,1003.48,2716.09,260.88
920,Company_0920,Energy,Latin America,2019,865.87,0.2114,7265.67,0.0877,59.6,47.7,81.2,50.0,12.72,907.45,2216.68,432.93
921,Company_0921,Technology,Asia-Pacific,2022,584.76,0.1237,3834.44,0.0206,45.4,40.3,46.0,49.9,32.47,539.05,1103.69,100.27
922,Company_0922,Manufacturing,Latin America,2021,767.54,0.0356,10865.12,0.0204,55.3,62.2,59.9,43.7,14.13,851.15,950.37,383.77
923,Company_0923,Retail,Europe,2023,619.71,0.1097,2785.81,0.045,55.6,79.2,42.7,45.0,6.44,428.01,616.14,70.48
924,Company_0924,Manufacturing,Europe,2019,584.42,0.0562,6329.11,0.1096,52.9,58.0,68.4,32.4,7.96,750.05,824.13,292.21
925,Company_0925,Manufacturing,Latin America,2021,2538.13,0.1554,9220.12,0.0602,49.0,24.0,74.0,49.0,188.15,2728.2,5501.21,1269.07
